1,10,119,1,11,40.000   ,40.000   ,"614.342,06   ",0   ,Vermischte Einnahmen
1,10,119,2,11,10.000   ,10.000   ,"348,20   ",0   ,Einnahmen aus Veröffentlichungen
1,10,124,1,11,50.000   ,50.000   ,"36.568,00   ",0   ,Mieten und Pachten
1,10,132,1,11,3.500   ,3.500   ,"7.241,09   ",0   ,Erlöse aus der Veräußerung von beweglichen Sachen
1,10,232,0,11,0   ,0   ,"0,00   ",0   ,Erstattung von Verwaltungsausgaben durch das Land Brandenburg
1,10,236,0,11,0   ,0   ,"0,00   ",0   ,Erstattungen von Verwaltungsausgaben von Sozialversicherungsträgern sowie der Bundesagentur für Arbeit
1,10,261,0,11,2.000   ,2.000   ,"2.004,00   ",0   ,Schuldendiensthilfen und Erstattungen von Verwaltungsausgaben aus dem Inland
1,10,232,90,11,97.000   ,97.000   ,"98.474,00   ",0   ,Sonstige Zuweisungen von Ländern
1,10,411,10,11,45.534.400   ,46.651.300   ,"40.134.695,11   ",0   ,"Leistungen an Abgeordnete, ehemalige Abgeordnete und Hinterbliebene nach dem AbgG NRW"
1,10,411,11,11,14.333.900   ,13.566.500   ,"11.413.541,97   ",0   ,Leistungen an Abgeordnete für die Beschäftigung von Mitarbeitern nach dem AbgG NRW
1,10,422,1,11,5.675.300   ,5.518.900   ,"4.261.178,15   ",0   ,"Bezüge und Nebenleistungen der Beamtinnen und Beamten, Richterinnen und Richter"
1,10,427,1,11,50.000   ,50.000   ,"166.889,33   ",0   ,Entgelte für Aushilfen
1,10,427,2,11,12.700   ,12.700   ,"0,00   ",0   ,Entgelte für Arbeitnehmerinnen und Arbeitnehmer im Rahmen von Maßnahmen zur Arbeitsbeschaffung
1,10,428,1,11,10.503.400   ,9.962.100   ,"9.936.322,49   ",0   ,Entgelte der Arbeitnehmerinnen und Arbeitnehmer
1,10,429,20,11,25.000   ,55.000   ,"15.077,00   ",0   ,"Altersversorgung von Geschäftsführern der Fraktionen, ausgenommen Parlamentarische Geschäftsführer"
1,10,441,1,841,281.100   ,198.500   ,"266.451,56   ",0   ,Beihilfen in Krankheitsfällen aufgrund der Beihilfenverordnung
1,10,441,4,841,0   ,0   ,"0,00   ",0   ,Beiträge zur Arbeitslosenversicherung bei Inanspruchnahme von Pflegezeit im Bereich pflegebedürftiger Beamtinnen und Beamter bzw. deren Angehörigen
1,10,441,5,841,0   ,0   ,"0,00   ",0   ,Zuschüsse zur Krankenversicherung bei Inanspruchnahme von Pflegezeit im Bereich pflegebedürftiger Beamtinnen und Beamter bzw. deren Angehörigen
1,10,443,1,11,5.100   ,12.300   ,"4.713,35   ",0   ,Fürsorgeleistungen
1,10,451,1,11,100   ,100   ,"100,00   ",0   ,Zuschüsse zur Betreuung von Bediensteten
1,10,451,10,11,5.000   ,5.000   ,"654,67   ",0   ,Prämien an Bedienstete
1,10,453,1,11,10.000   ,10.000   ,"1.287,55   ",0   ,Trennungsentschädigung und Umzugskostenvergütung
