1,10,119,1,11,40.000   ,40.000   ,"14.816,10   ",0   ,Vermischte Einnahmen
1,10,119,2,11,10.000   ,10.000   ,"243,00   ",0   ,Einnahmen aus Veröffentlichungen
1,10,124,1,11,40.000   ,50.000   ,"39.578,00   ",0   ,Mieten und Pachten
1,10,132,1,11,3.500   ,3.500   ,"1.358,63   ",0   ,Erlöse aus der Veräußerung von beweglichen Sachen
1,10,232,0,11,0   ,0   ,"0,00   ",0   ,Erstattung von Verwaltungsausgaben durch das Land Brandenburg
1,10,236,0,11,0   ,0   ,"0,00   ",0   ,Erstattungen von Verwaltungsausgaben von Sozialversicherungsträgern sowie der Bundesagentur für Arbeit
1,10,261,0,11,2.000   ,2.000   ,"2.004,00   ",0   ,Schuldendiensthilfen und Erstattungen von Verwaltungsausgaben aus dem Inland
1,10,232,90,11,97.000   ,97.000   ,"98.474,00   ",0   ,Sonstige Zuweisungen von Ländern
1,10,411,10,11,44.573.200   ,45.534.400   ,"42.712.773,11   ",0   ,"Leistungen an Abgeordnete, ehemalige Abgeordnete und Hinterbliebene nach dem AbgG NRW"
1,10,411,11,11,14.343.200   ,14.333.900   ,"13.287.958,56   ",0   ,Leistungen an Abgeordnete für die Beschäftigung von Mitarbeitern nach dem AbgG NRW
1,10,422,1,11,5.750.900   ,5.795.900   ,"4.442.843,53   ",0   ,"Bezüge und Nebenleistungen der Beamtinnen und Beamten, Richterinnen und Richter"
1,10,427,1,11,50.000   ,50.000   ,"165.009,13   ",0   ,Entgelte für Aushilfen
1,10,427,2,11,12.700   ,12.700   ,"0,00   ",0   ,Entgelte für Arbeitnehmerinnen und Arbeitnehmer im Rahmen von Maßnahmen zur Arbeitsbeschaffung
1,10,428,1,11,10.589.200   ,10.543.400   ,"10.051.017,20   ",0   ,Entgelte der Arbeitnehmerinnen und Arbeitnehmer
1,10,429,20,11,25.000   ,25.000   ,"15.258,00   ",0   ,"Altersversorgung von Geschäftsführern der Fraktionen, ausgenommen Parlamentarische Geschäftsführer"
1,10,441,1,841,257.600   ,281.100   ,"243.038,51   ",0   ,Beihilfen in Krankheitsfällen aufgrund der Beihilfenverordnung
1,10,441,4,841,0   ,0   ,"0,00   ",0   ,Beiträge zur Arbeitslosenversicherung bei Inanspruchnahme von Pflegezeit im Bereich pflegebedürftiger Beamtinnen und Beamter bzw. deren Angehörigen
1,10,441,5,841,0   ,0   ,"0,00   ",0   ,Zuschüsse zur Krankenversicherung bei Inanspruchnahme von Pflegezeit im Bereich pflegebedürftiger Beamtinnen und Beamter bzw. deren Angehörigen
1,10,443,1,11,28.800   ,5.100   ,"26.436,69   ",0   ,Fürsorgeleistungen
1,10,451,1,11,100   ,100   ,"73,68   ",0   ,Zuschüsse zur Betreuung von Bediensteten
1,10,451,10,11,5.000   ,5.000   ,"488,00   ",0   ,Prämien an Bedienstete
1,10,453,1,11,10.000   ,10.000   ,"0,00   ",0   ,Trennungsentschädigung und Umzugskostenvergütung
1,10,462,12,881,0   ,0   ,"0,00   ",0   ,"Minderausgabe für Personalausgaben im Rahmen der 1,5 %igen Stellenkürzung"
1,10,462,14,881,0   ,0   ,"0,00   ",0   ,Minderausgaben für Personalausgaben wegen Verlängerung der Arbeitszeit im Tarifbereich
1,10,462,16,881,0   ,0   ,"0,00   ",0   ,"Minderausgaben für Personalausgaben wegen pauschaler Stelleneinsparung von 1,5 % ab 2010"
1,10,511,1,11,1.508.000   ,1.788.000   ,"1.410.221,57   ",0   ,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände"
1,10,511,10,11,361.000   ,361.000   ,"397.855,73   ",0   ,Ausgaben für den Gastronomiebetrieb
1,10,514,1,11,70.000   ,70.000   ,"48.383,41   ",0   ,Haltung von Dienstfahrzeugen
1,10,514,2,11,13.000   ,13.000   ,"12.847,34   ",0   ,Dienst- und Schutzkleidung
1,10,517,1,11,4.300.900   ,4.300.900   ,"4.001.860,39   ",0   ,"Bewirtschaftung der Grundstücke, Gebäude und Räume"
1,10,518,1,11,360.000   ,360.000   ,"450.436,58   ",0   ,"Mieten und Pachten für Grundstücke, Gebäude und Räume"
1,10,518,2,11,868.800   ,868.800   ,"776.470,65   ",2.700.000   ,"Mieten und Pachten für Geräte, Maschinen und Fahrzeuge"
1,10,518,10,11,310.000   ,310.000   ,"0,00   ",1.300.000   ,Mieten für die IT-Ausstattung der Fraktionen
1,10,519,1,11,527.000   ,527.000   ,"790.819,03   ",0   ,"Kleinere Unterhaltungsarbeiten an Grundstücken, Gebäuden und Räumen"
1,10,519,2,11,4.467.500   ,4.467.500   ,"4.794.021,97   ",1.000.000   ,"Größere Unterhaltungsarbeiten an Grundstücken, Gebäuden und Räumen"
1,10,525,1,11,70.000   ,70.000   ,"81.341,89   ",0   ,Aus- (und Fort)bildung der Bediensteten
1,10,526,1,11,92.000   ,92.000   ,"143.160,55   ",0   ,Sachverständige
1,10,527,1,11,96.000   ,96.000   ,"77.078,65   ",0   ,Reisekostenvergütungen für Dienstreisen
1,10,529,10,11,72.900   ,72.900   ,"72.784,63   ",0   ,Zur Verfügung der Präsidentin
1,10,529,20,11,48.500   ,48.500   ,"34.873,25   ",0   ,"Zur Verfügung der Vizepräsidenten, des Präsidiums und der Vorsitzenden parlamentarischer Gremien"
1,10,529,30,11,1.200   ,1.200   ,"1.196,48   ",0   ,Zur Verfügung des Direktors beim Landtag
1,10,529,40,11,300   ,300   ,"226,30   ",0   ,Aufwand der Personalvertretung und der Schwerbehindertenvertretung
1,10,531,0,11,1.137.500   ,1.137.500   ,"1.096.353,49   ",0   ,Öffentlichkeitsarbeit des Landtags
1,10,534,0,11,12.000   ,12.000   ,"8.662,48   ",0   ,Kosten für die Förderung der politischen Zusammenarbeit mit anderen Bundesländern und dem Ausland
1,10,538,0,11,2.365.000   ,2.365.000   ,"1.518.898,10   ",250.000   ,Ausgaben für Datenverarbeitung
1,10,541,10,11,415.000   ,415.000   ,"489.473,29   ",0   ,"Kosten für die Durchführung der Landtags- und Ausschusssitzungen, Tagungen sowie für besondere Veranstaltungen des Landtags"
1,10,546,1,11,0   ,0   ,"7.888,69   ",0   ,Vermischte Ausgaben
1,10,546,10,11,5.000   ,5.000   ,"792,40   ",0   ,Abgaben nach dem Künstlersozialversicherungsgesetz
1,10,547,59,861,0   ,0   ,"0,00   ",0   ,Ausgaben im Rahmen der Regelung des § 9 Haushaltsgesetz
1,10,684,10,11,14.136.500   ,13.753.200   ,"13.296.553,11   ",0   ,Geldleistungen nach § 4 FraktG NRW und § 27 (3) AbgG NRW
1,10,684,20,19,3.800.000   ,3.800.000   ,"4.298.750,50   ",0   ,Staatliche Zuschüsse an die Parteien nach dem Parteiengesetz
1,10,684,30,12,1.746.500   ,1.746.500   ,"1.743.429,03   ",0   ,Zuwendungen an kommunalpolitische Vereinigungen zur Heranbildung und Weiterbildung von Bürgern für die Tätigkeit in der kommunalen Selbstverwaltung
1,10,685,10,11,30.000   ,50.000   ,"0,00   ",0   ,Zuschüsse für laufende Zwecke an öffentliche Einrichtungen
1,10,685,20,11,10.000   ,10.000   ,"2.500,00   ",0   ,Zuschuss an die Vereinigung ehemaliger Mitglieder des Landtags Nordrhein-Westfalen e.V.
1,10,685,30,11,10.000   ,10.000   ,"8.643,00   ",0   ,Mitgliedsbeiträge
1,10,811,1,11,30.000   ,30.000   ,"19.596,13   ",0   ,Erwerb von Dienstkraftfahrzeugen
1,10,812,0,11,842.000   ,842.000   ,"586.732,83   ",170.000   ,"Erwerb von Geräten, Ausstattungsgegenständen und Maschinen"
1,10,971,10,881,0   ,0   ,"0,00   ",0   ,Zur Deckung von Mehrausgaben infolge Erhöhung der Umsatzsteuer
1,10,972,0,881,0   ,-200.000   ,"0,00   ",0   ,Globale Minderausgabe
1,10,422,60,11,0   ,0   ,"0,00   ",0   ,Bezüge der Beamten und Richter
1,10,428,60,11,0   ,0   ,"0,00   ",0   ,Entgelte der Arbeitnehmerinnen und Arbeitnehmer
1,10,517,60,11,37.500   ,37.500   ,"0,00   ",0   ,"Bewirtschaftung der Grundstücke, Gebäude und Räume"
1,10,518,60,11,250.000   ,250.000   ,"0,00   ",0   ,"Mieten und Pachten für Grundstücke, Gebäude und Räume"
1,10,526,60,11,480.000   ,480.000   ,"63.332,50   ",0   ,"Kosten für Sachverständige, Gerichts- und ähnliche Kosten"
1,10,547,60,11,190.000   ,190.000   ,"22.055,14   ",0   ,Nicht aufteilbare sächliche Verwaltungsausgaben
1,10,684,60,11,2.350.000   ,2.350.000   ,"1.572.500,00   ",0   ,Zuschüsse an Fraktionen
1,10,422,61,11,0   ,0   ,"0,00   ",0   ,"Bezüge und Nebenleistungen der Beamtinnen und Beamten, Richterinnen und Richter"
1,10,428,61,11,0   ,0   ,"0,00   ",0   ,Entgelte der Arbeitnehmerinnen und Arbeitnehmer
1,10,526,61,11,5.000   ,5.000   ,"92,38   ",0   ,Sachverständige
1,10,547,61,11,5.000   ,5.000   ,"0,00   ",0   ,Nicht aufteilbare sächliche Verwaltungsausgaben
1,10,531,62,11,20.000   ,0   ,"0,00   ",0   ,Öffentlichkeitsarbeit
1,10,546,62,11,0   ,0   ,"0,00   ",0   ,Sonstige Verwaltungsausgaben
1,10,422,70,11,0   ,0   ,"0,00   ",0   ,"Bezüge und Nebenleistungen der Beamtinnen und Beamten, Richterinnen und Richter"
1,10,429,70,11,100.000   ,100.000   ,"0,00   ",0   ,Nicht aufteilbare Personalausgaben
1,10,547,70,11,45.000   ,45.000   ,"5.196,00   ",0   ,Nicht aufteilbare sächliche Verwaltungsausgaben
1,10,422,80,11,0   ,0   ,"0,00   ",0   ,Bezüge der Beamten und Richter
1,10,547,80,183,5.000   ,5.000   ,"0,00   ",0   ,Nicht aufteilbare sächliche Verwaltungsausgaben
1,10,684,80,183,0   ,0   ,"0,00   ",0   ,Leistungen an die Fraktionen nach § 3 Abs. 3 FraktG NRW
1,10,428,90,11,73.800   ,73.800   ,"0,00   ",0   ,Entgelte der Arbeitnehmerinnen und Arbeitnehmer
1,10,547,90,11,55.000   ,55.000   ,"0,00   ",0   ,Nicht aufteilbare sächliche Verwaltungsausgaben
1,100,112,1,11,2.400   ,130.000   ,"2.434,50   ",0   ,"Geldstrafen, Geldbußen, Gerichtskosten"
1,100,119,1,11,300   ,4.000   ,"339,33   ",0   ,Vermischte Einnahmen
1,100,132,1,11,0   ,100   ,"0,00   ",0   ,Erlöse aus der Veräußerung von beweglichen Sachen
1,100,422,1,11,2.496.300   ,2.536.300   ,"1.928.389,29   ",0   ,"Bezüge und Nebenleistungen der Beamtinnen und Beamten, Richterinnen und Richter"
1,100,427,1,11,0   ,0   ,"128.712,73   ",0   ,Entgelte für Aushilfen
1,100,428,1,11,584.000   ,584.000   ,"722.748,07   ",0   ,Entgelte der Arbeitnehmerinnen und Arbeitnehmer
1,100,441,1,841,72.300   ,99.000   ,"68.173,76   ",0   ,Beihilfen in Krankheitsfällen aufgrund der Beihilfenverordnung
1,100,441,4,841,0   ,0   ,"0,00   ",0   ,Beiträge zur Arbeitslosenversicherung bei Inanspruchnahme von Pflegezeit im Bereich pflegebedürftiger Beamtinnen und Beamter bzw. deren Angehörigen
1,100,441,5,841,0   ,0   ,"0,00   ",0   ,Zuschüsse zur Krankenversicherung bei Inanspruchnahme von Pflegezeit im Bereich pflegebedürftiger Beamtinnen und Beamter bzw. deren Angehörigen
1,100,443,1,11,5.900   ,4.000   ,"5.398,78   ",0   ,Fürsorgeleistungen
1,100,453,1,11,7.700   ,7.700   ,"0,00   ",0   ,Trennungsentschädigung und Umzugskostenvergütung
1,100,459,10,11,100   ,100   ,"0,00   ",0   ,Zur Förderung des behördlichen Vorschlagswesens in der Landesverwaltung
1,100,462,16,881,0   ,0   ,"0,00   ",0   ,"Minderausgaben für Personalausgaben wegen pauschaler Stelleneinsparung von 1,5% ab 2010"
1,100,511,1,11,86.200   ,86.200   ,"55.096,34   ",0   ,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände"
1,100,514,1,11,1.900   ,1.900   ,"1.510,42   ",0   ,Haltung von Dienstfahrzeugen
1,100,514,2,11,900   ,900   ,"182,40   ",0   ,Dienst- und Schutzkleidung
1,100,514,10,11,7.600   ,7.600   ,"3.560,82   ",0   ,Verbrauchsmittel
1,100,517,1,11,132.600   ,132.600   ,"142.126,13   ",0   ,"Bewirtschaftung der Grundstücke, Gebäude und Räume"
1,100,518,1,11,288.000   ,358.000   ,"0,00   ",0   ,"Mieten und Pachten für Grundstücke, Gebäude und Räume"
1,100,518,2,11,11.000   ,11.000   ,"7.170,24   ",0   ,"Mieten und Pachten für Geräte, Maschinen und Fahrzeuge"
1,100,518,4,11,0   ,0   ,"219.617,65   ",0   ,Mieten und Pachten an den Bau- und Liegenschaftsbetrieb NRW
1,100,519,3,11,14.100   ,14.100   ,"166,16   ",0   ,"Schönheitsreparaturen und Instandhaltung an angemieteten Grundstücken, Gebäuden und Räumen"
1,100,525,1,11,9.000   ,9.000   ,"0,00   ",0   ,Aus- (und Fort)bildung der Bediensteten
1,100,526,1,11,1.500   ,1.500   ,"24.192,34   ",0   ,Sachverständige
